"IPI Accession"	"IPI Description"	"Main Class"	Classification	"Protein coding"	"Phobius TM"	"Phobius SP"	"Phobius Topology"	"SOSUI TM"	"SOSUI TOPOLOGY"	"TMHMM TM"	"TMHMM Topology"
IPI00152565	"KCNG4 Isoform 1 of Potassium voltage-gated channel subfamily G member 4"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	7	0	i222-240o260-282i294-312o332-351i371-392o404-422i434-457o	0	0	3	o370-392i399-421o436-458i
IPI00098591	"KCNH1 Isoform 2 of Potassium voltage-gated channel subfamily H member 1"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	4	0	o220-239i376-400o449-466i478-502o	6	219-241,247-269,290-312,375-397,449-471,477-499	4	o219-241i371-393o449-471i478-500o
IPI00029662	"KCNH2 Isoform 1 of Potassium voltage-gated channel subfamily H member 2"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	5	0	o412-433i445-469o502-524i545-571o639-663i	5	411-433,450-472,496-518,548-570,639-661	4	o409-431i549-571o611-633i640-662o
IPI00329502	"KCNH3 Potassium voltage-gated channel subfamily H member 3"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	7	0	i215-240o260-278i299-319o325-343i355-381o450-468i480-504o	4	29-51,229-251,303-325,357-379	4	o226-248i359-381o451-473i480-502o
IPI00017522	"KCNH4 Potassium voltage-gated channel subfamily H member 4"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	7	0	i228-248o268-288i300-317o323-345i357-383o425-447i454-478o	5	228-250,317-339,359-381,425-447,456-478	6	o228-250i263-280o314-336i357-379o425-447i454-476o
IPI00171491	"KCNH5 Isoform 1 of Potassium voltage-gated channel subfamily H member 5"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	4	0	o217-236i346-370o418-438i450-471o	6	216-237,244-266,288-310,345-367,418-440,447-469	4	o216-238i341-363o419-441i448-470o
IPI00006515	"KCNH6 Isoform 1 of Potassium voltage-gated channel subfamily H member 6"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	3	0	o261-282i398-422o491-515i	5	260-282,297-319,344-366,399-421,491-513	4	o261-283i400-422o463-485i492-514o
IPI00299946	"KCNH7 Potassium voltage-gated channel subfamily H member 7"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	4	0	o412-433i549-573o614-633i645-666o	5	410-432,448-470,503-525,550-572,642-664	4	o412-434i551-573o614-636i643-665o
IPI00306984	"KCNH8 Potassium voltage-gated channel subfamily H member 8"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	7	0	i212-237o257-276i288-309o315-333i354-377o419-437i449-473o	6	219-241,261-283,298-320,354-376,417-439,450-472	6	o224-246i259-281o308-330i355-377o420-442i449-471o
IPI00020502	"KCNQ1 Isoform 1 of Potassium voltage-gated channel subfamily KQT member 1"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	6	0	i123-142o148-173i200-223o262-284i296-315o327-353i	6	121-143,154-176,197-217,256-278,297-319,329-351	6	i123-145o155-177i198-217o263-282i294-316o331-353i
IPI00386577	"KCNQ2 Uncharacterized protein KCNQ2"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	6	0	i93-112o124-147i168-187o234-252i264-281o293-318i	5	93-115,127-149,167-186,233-255,294-316	5	i93-115o125-147i168-187o232-254i290-312o
IPI00012857	"KCNQ3 Potassium voltage-gated channel subfamily KQT member 3"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	7	0	i123-143o155-177i198-215o221-240i261-282o302-319i331-357o	6	123-145,156-178,197-219,263-285,300-322,333-355	5	i123-145o155-177i198-215o261-283i329-351o
IPI00293679	"KCNQ4 Isoform 1 of Potassium voltage-gated channel subfamily KQT member 4"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	6	0	i99-121o133-153i174-199o239-258i270-287o299-324i	5	98-120,132-154,173-192,239-261,299-321	5	i99-121o131-153i174-193o239-258i294-316o
IPI00221277	"KCNQ5 Potassium voltage-gated channel, KQT-like subfamily, member 5"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	6	0	i127-149o155-180i201-219o225-243i269-287o326-352i	5	126-148,159-181,201-220,267-289,326-348	5	i127-149o159-181i202-219o266-288i322-344o
IPI00102065	"KCNS1 Potassium voltage-gated channel subfamily S member 1"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	6	0	i221-242o275-293i305-325o337-356i376-397o436-457i	6	219-241,275-297,304-326,374-396,403-425,432-454	3	o305-327i378-397o436-458i
IPI00020329	"KCNS2 Potassium voltage-gated channel subfamily S member 2"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	6	0	i188-209o229-248i260-281o332-350i357-377o389-410i	6	185-207,230-252,261-283,325-347,355-377,391-413	4	i188-210o259-281i331-350o389-411i
IPI00304363	"KCNS3 Potassium voltage-gated channel subfamily S member 3"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	6	0	i179-201o221-243i255-272o324-343i355-373o385-406i	5	183-205,221-243,323-345,352-373,384-406	3	o323-345i352-374o385-407i
IPI00164159	"KCNV1 Potassium voltage-gated channel subfamily V member 1"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	5	0	i211-232o244-262i274-292o346-367i407-427o	5	208-230,241-263,274-296,341-363,404-426	4	i210-232o242-264i346-368o407-426i
IPI00152566	"KCNV2 Potassium voltage-gated channel subfamily V member 2"	Transporters	Channels;Voltage_gated_ion_channels;Potassium_channels	Valid	6	0	i257-281o301-322i334-352o372-391i411-432o472-493i	4	258-280,333-355,411-433,469-491	3	o257-279i411-433o472-494i
IPI00333753	"ITPR1 Isoform 1 of Inositol 1,4,5-trisphosphate receptor type 1"	Transporters	Channels;Voltage_gated_ion_channels;RYR_ITPR	Valid	7	0	o2283-2305i2317-2335o2341-2367i2374-2392o2404-2429i2449-2471o2579-2602i	6	2284-2306,2326-2348,2365-2387,2400-2422,2448-2470,2575-2597	6	o2283-2305i2318-2335o2361-2383i2404-2426o2449-2471i2579-2601o
IPI00031545	"ITPR2 Isoform Long of Inositol 1,4,5-trisphosphate receptor type 2"	Transporters	Channels;Voltage_gated_ion_channels;RYR_ITPR	Valid	7	0	o1956-1977i2228-2250o2262-2281i2302-2326o2346-2374i2395-2417o2522-2545i	7	1-23,2229-2251,2260-2282,2299-2321,2345-2367,2396-2418,2518-2540	6	o2226-2248i2260-2282o2302-2324i2345-2367o2395-2417i2522-2544o
IPI00291607	"ITPR3 Inositol 1,4,5-trisphosphate receptor type 3"	Transporters	Channels;Voltage_gated_ion_channels;RYR_ITPR	Valid	7	0	o1908-1929i2201-2226o2238-2256i2268-2288o2324-2349i2369-2391o2498-2521i	6	2206-2228,2235-2256,2262-2284,2326-2348,2370-2392,2495-2517	7	o2201-2223i2236-2255o2265-2287i2294-2311o2326-2348i2369-2391o2498-2520i
IPI00783826	"RYR1 Isoform 1 of Ryanodine receptor 1"	Transporters	Channels;Voltage_gated_ion_channels;RYR_ITPR	Valid	9	0	o3984-4003i4323-4340o4346-4368i4561-4581o4649-4672i4778-4798o4838-4860i4881-4899o4919-4942i	ERROR	ERROR	6	o4345-4367i4559-4581o4649-4671i4790-4812o4838-4860i4919-4938o
IPI00218501	"RYR2 Isoform 2 of Ryanodine receptor 2"	Transporters	Channels;Voltage_gated_ion_channels;RYR_ITPR	Valid	9	0	o4241-4267i4288-4307o4313-4330i4508-4528o4582-4601i4718-4739o4745-4764i4776-4797o4852-4875i	7	4244-4266,4295-4317,4509-4531,4582-4604,4716-4738,4772-4794,4853-4875	6	o4288-4310i4507-4526o4579-4601i4718-4740o4775-4797i4856-4875o
IPI00329784	"RYR3 Isoform 1 of Ryanodine receptor 3"	Transporters	Channels;Voltage_gated_ion_channels;RYR_ITPR	Valid	7	0	o4183-4207i4411-4431o4479-4498i4610-4628o4640-4659i4671-4692o4751-4774i	5	4188-4210,4479-4501,4609-4631,4667-4689,4748-4770	6	o4185-4207i4410-4429o4482-4504i4613-4635o4670-4692i4751-4770o
IPI00008522	"SCN10A Sodium channel protein type 10 subunit alpha"	Transporters	Channels;Voltage_gated_ion_channels;SodiumChannels	Valid	23	0	o128-146i158-177o189-210i222-243o249-268i372-400o657-683i695-717o729-747i784-804o835-855i867-890o1153-1171i1192-1208o1220-1238i1269-1295o1394-1418i1468-1491o1511-1529i1541-1560o1566-1584i1596-1624o1699-1722i	23	130-152,191-213,222-243,248-270,374-396,655-677,699-721,729-747,779-801,831-853,867-889,1153-1174,1186-1208,1215-1237,1275-1297,1354-1376,1396-1418,1475-1496,1548-1570,1574-1596,1601-1623,1641-1663,1699-1721	20	o126-145i157-179o189-206i219-241o246-268i334-353o373-395i658-680o695-717i783-805o868-890i1152-1171o1191-1210i1217-1239o1281-1303i1353-1375o1395-1417i1538-1560o1602-1624i1697-1719o
IPI00296063	"SCN11A Isoform 1 of Sodium channel protein type 11 subunit alpha"	Transporters	Channels;Voltage_gated_ion_channels;SodiumChannels	Valid	25	0	i99-118o130-149i161-180o200-219i226-247o253-276i373-392o578-596i608-629o641-661i698-723o754-774i786-811o1057-1075i1095-1112o1118-1140i1166-1199o1285-1308i1358-1381o1401-1419i1431-1449o1455-1474i1486-1514o1534-1557i1578-1604o	24	127-149,164-186,197-219,227-249,253-275,376-398,575-596,641-662,670-692,694-716,752-774,788-810,1058-1080,1090-1112,1121-1143,1172-1194,1244-1266,1285-1307,1359-1381,1400-1422,1428-1450,1463-1485,1491-1513,1584-1606	21	o127-149i162-184o199-221i253-275o377-399i577-594o609-631i698-720o788-810i1056-1075o1095-1114i1121-1143o1178-1200i1243-1265o1285-1307i1359-1381o1401-1420i1427-1449o1497-1519i1531-1553o1579-1601i
IPI00018934	"SCN1A Isoform 1 of Sodium channel protein type 1 subunit alpha"	Transporters	Channels;Voltage_gated_ion_channels;SodiumChannels	Valid	24	0	i124-147o192-211i223-244o250-270i360-379o399-426i737-755o761-784i796-817o837-858i879-907o937-954i966-992o1219-1237i1258-1277o1289-1312i1333-1361o1459-1483i1542-1560o1572-1590i1602-1622o1628-1647i1659-1687o1763-1786i	21	129-151,221-243,249-271,401-423,762-784,840-862,883-905,935-957,969-991,1219-1240,1252-1274,1283-1305,1341-1363,1419-1441,1461-1483,1542-1563,1570-1592,1602-1624,1636-1658,1663-1685,1764-1786	19	i125-147o190-212i219-241o251-273i401-423o764-786i799-821o886-908i969-991o1218-1237i1258-1280o1347-1369i1418-1440o1460-1482i1542-1561o1571-1593i1600-1622o1673-1695i1763-1785o
IPI00305036	"SCN2A Isoform 1 of Sodium channel protein type 2 subunit alpha"	Transporters	Channels;Voltage_gated_ion_channels;SodiumChannels	Valid	22	0	i125-148o193-212i224-245o251-271i401-428o751-775i787-808o828-849i870-898o928-948i960-983o1209-1227i1248-1270o1276-1296i1325-1351o1449-1473i1532-1550o1562-1580i1587-1612o1618-1637i1649-1677o1753-1776i	22	130-152,222-244,250-272,403-425,754-776,790-812,831-853,874-896,926-948,961-983,1209-1230,1243-1265,1273-1295,1331-1353,1409-1431,1451-1473,1532-1553,1562-1584,1592-1614,1626-1648,1653-1675,1754-1776	17	i126-148o251-270i403-425o755-777i790-812o877-899i960-982o1208-1227i1248-1270o1280-1302i1329-1351o1451-1473i1532-1551o1561-1583i1590-1612o1663-1685i1753-1775o
IPI00218522	"SCN3A Isoform 3 of Sodium channel protein type 3 subunit alpha"	Transporters	Channels;Voltage_gated_ion_channels;SodiumChannels	Valid	22	0	i124-147o192-211i223-244o250-270i400-427o761-779i791-814o826-850i871-899o929-949i961-984o1207-1225i1246-1268o1274-1294i1323-1349o1444-1468i1527-1545o1557-1575i1587-1607o1613-1632i1644-1672o1748-1771i	23	123-145,192-214,221-243,249-271,402-424,756-778,791-813,823-845,851-873,875-897,927-949,961-983,1207-1228,1271-1293,1329-1351,1404-1426,1446-1468,1527-1548,1555-1577,1586-1608,1621-1643,1648-1670,1749-1771	20	o98-117i124-146o192-214i221-243o247-269i402-424o756-778i791-813o878-900i961-983o1206-1225i1246-1268o1278-1300i1327-1349o1446-1468i1527-1546o1556-1578i1585-1607o1658-1680i1748-1770o
IPI00292393	"SCN4A Sodium channel protein type 4 subunit alpha"	Transporters	Channels;Voltage_gated_ion_channels;SodiumChannels	Valid	22	0	i127-150o195-214i226-247o253-273i423-451o579-597i609-632o644-668i689-717o747-764i776-802o1032-1050i1071-1093o1099-1119i1148-1174o1272-1295i1354-1372o1384-1402i1414-1434o1440-1459i1471-1499o1572-1598i	22	128-150,195-217,224-246,252-274,420-442,574-596,650-672,693-715,745-767,779-801,1033-1055,1066-1088,1096-1118,1154-1176,1231-1253,1272-1294,1353-1374,1386-1408,1414-1436,1448-1470,1475-1497,1576-1598	21	i128-150o195-217i224-246o250-272i425-447o574-596i609-631o646-668i697-719o781-803i824-846o1031-1050i1071-1093o1097-1119i1152-1174o1273-1295i1349-1371o1384-1406i1411-1433o1485-1507i1573-1595o
IPI00377006	"SCN5A Sodium channel protein type 5 subunit alpha"	Transporters	Channels;Voltage_gated_ion_channels;SodiumChannels	Valid	22	0	i127-149o198-218i230-247o253-273i388-416o721-739i751-769o781-798i838-861o881-902i914-939o1205-1224i1245-1261o1273-1294i1322-1348o1444-1470i1529-1547o1559-1581i1593-1609o1615-1634i1646-1674o1749-1772i	24	168-190,224-246,252-274,352-374,390-412,719-740,780-802,808-830,832-854,881-903,919-941,1207-1229,1239-1261,1269-1291,1328-1350,1406-1428,1448-1470,1529-1551,1559-1581,1590-1612,1623-1645,1650-1672,1691-1713,1749-1771	21	i127-149o193-215i222-244o254-276i391-413o714-736i749-771o781-798i839-861o876-895i916-938o1205-1224i1245-1262o1277-1299i1326-1348o1448-1470i1530-1547o1557-1577i1590-1612o1660-1682i1747-1769o
IPI00300117	"SCN7A Sodium channel protein type 7 subunit alpha"	Transporters	Channels;Voltage_gated_ion_channels;SodiumChannels	Valid	21	0	o119-140i152-176o237-259i369-397o501-524i536-557o577-597i609-625o631-649i708-728o934-953i974-993o999-1017i1050-1072o1167-1193i1243-1270o1282-1300i1307-1326o1338-1357i1369-1397o1473-1499i	21	115-137,233-255,366-388,502-524,537-559,575-597,625-647,710-732,936-958,965-987,997-1018,1058-1080,1129-1151,1173-1195,1244-1266,1278-1300,1309-1331,1338-1360,1373-1395,1418-1440,1474-1496	21	o116-138i151-173o237-259i372-394o501-523i536-558o576-598i624-646o706-728i966-985o1000-1017i1059-1081o1128-1150i1171-1193o1248-1270i1283-1305o1310-1332i1337-1359o1379-1401i1414-1436o1473-1495i
IPI00337744	"SCN8A Isoform 3 of Sodium channel protein type 8 subunit alpha"	Transporters	Channels;Voltage_gated_ion_channels;SodiumChannels	Valid	22	0	i128-151o199-219i254-274o348-366i387-414o765-783i795-813o833-854i875-903o933-950i962-988o1210-1228i1249-1268o1280-1303i1324-1352o1449-1475i1534-1552o1564-1582i1594-1614o1620-1639i1651-1679o1754-1777i	22	129-151,196-218,225-247,253-275,389-411,757-779,836-858,879-901,931-953,965-987,1201-1223,1240-1262,1274-1296,1334-1356,1411-1433,1453-1475,1526-1548,1564-1586,1594-1616,1628-1650,1655-1677,1755-1777	19	i129-151o194-216i223-245o255-277i389-411o760-782i795-817o882-904i965-987o1209-1228i1249-1271o1281-1303i1330-1352o1453-1475i1537-1554o1564-1582i1595-1617o1665-1687i1754-1776o
IPI00479414	"SCN9A Isoform 2 of Sodium channel protein type 9 subunit alpha"	Transporters	Channels;Voltage_gated_ion_channels;SodiumChannels	Valid	24	0	i122-146o191-210i222-243o249-269i379-406o738-764i776-794o814-835i856-884o914-934i946-969o1194-1212i1233-1249o1261-1280i1301-1319o1325-1345i1394-1415o1435-1458i1517-1535o1547-1565i1577-1597o1603-1622i1634-1662o1738-1761i	23	122-144,190-212,220-242,248-270,381-403,739-761,777-799,815-837,860-882,912-934,946-968,1195-1217,1225-1247,1258-1280,1316-1338,1394-1416,1435-1457,1517-1539,1547-1569,1577-1599,1611-1633,1639-1661,1739-1761	22	o122-144i157-179o189-211i218-240o250-272i340-359o379-401i739-761o776-798i805-827o863-885i946-968o1193-1212i1233-1255o1322-1344i1393-1415o1435-1457i1512-1534o1549-1568i1575-1597o1648-1670i1738-1760o
IPI00452161	"MCOLN1 Isoform 1 of Mucolipin-1"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	6	0	o66-85i299-321o353-373i385-405o425-447i496-517o	6	67-89,297-319,353-375,384-406,414-436,494-516	5	o299-321i348-370o385-407i428-450o495-517i
IPI00374008	"MCOLN2 mucolipin 2"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	5	0	i289-316o346-363i375-397o417-439i485-506o	5	292-314,344-366,375-397,419-441,479-501	5	o292-314i340-362o377-399i420-442o485-507i
IPI00442997	"MCOLN3 Isoform 1 of Mucolipin-3"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	6	0	o63-82i287-308o340-358i370-392o412-434i480-501o	6	64-86,293-315,339-361,370-392,407-429,478-500	5	o286-308i335-357o372-394i415-437o480-502i
IPI00299040	"PKD2 Polycystin-2"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	7	0	o224-248i423-443o463-489i509-527o556-577i597-619o659-680i	8	26-48,220-242,431-453,472-494,513-535,557-579,595-617,658-680	7	o225-247i430-452o467-489i502-524o554-576i597-619o658-680i
IPI00103744	"PKD2L1 Isoform 1 of Polycystic kidney disease 2-like 1 protein"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	5	0	o104-129i350-368o388-406i477-499o539-560i	7	101-123,307-328,348-370,384-406,441-463,473-495,539-561	5	o105-127i346-368o383-405i477-499o535-557i
IPI00021443	"PKD2L2 Isoform 1 of Polycystic kidney disease 2-like 2 protein"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	7	0	o32-51i230-252o277-297i318-338o358-381i407-429o469-490i	7	34-56,241-263,280-301,323-345,361-383,404-426,468-490	6	i34-56o274-296i315-337o364-386i407-429o469-491i
IPI00152950	"SLC7A6;TRPV6 Isoform 1 of Transient receptor potential cation channel subfamily V member 6"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	6	0	i328-352o384-404i425-445o451-469i490-512o553-575i	5	329-351,384-406,433-455,484-506,554-576	7	o327-349i386-408o423-445i458-480o490-512i519-541o554-576i
IPI00015963	"TRPA1 Transient receptor potential cation channel subfamily A member 1"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	7	0	i720-740o768-786i806-824o830-850i870-892o898-918i938-961o	6	726-748,766-788,803-825,831-853,862-884,938-960	5	o718-740i805-824o828-850i870-892o939-961i
IPI00012081	"TRPC1 Isoform Long of Short transient receptor potential channel 1"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	8	0	i351-371o387-407i419-437o457-476i496-517o537-559i587-608o620-642i	6	351-373,386-408,418-439,536-558,587-609,621-643	6	i351-372o387-409i508-530o540-559i584-606o621-643i
IPI00013681	"TRPC3 N-terminally extended type 3 canonical transient receptor potential channel"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	8	0	i419-443o455-475i507-524o544-563i609-630o650-672i693-709o721-740i	7	416-438,458-480,506-526,543-565,609-631,651-673,720-742	8	i425-444o459-478i499-521o541-563i653-675o690-709i721-743o780-799i
IPI00643379	"TRPC4 Transient receptor potential channel 4 epsilon splice variant"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	8	0	o326-350i362-381o401-418i439-459o479-498i519-541o561-583i595-617o	8	328-350,365-387,398-420,437-459,474-496,511-533,568-590,596-618	8	o328-350i363-385o400-418i439-461o476-498i519-541o561-583i595-617o
IPI00007836	"TRPC5 Short transient receptor potential channel 5"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	8	0	o327-351i363-382o402-419i440-460o480-499i520-542o571-587i599-621o	6	328-350,363-385,475-497,512-534,570-591,600-622	7	i328-350o370-389i402-419o434-456i476-498o513-535i599-621o
IPI00031683	"TRPC6 Isoform 1 of Short transient receptor potential channel 6"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	8	0	i407-427o439-459i490-508o528-547i593-614o634-656i677-697o703-724i	7	404-426,441-463,491-513,529-551,593-615,633-655,703-725	6	o405-427i440-462o491-508i521-543o637-659i703-725o
IPI00030930	"TRPC7 Short transient receptor potential channel 7"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	7	0	i352-372o384-404i473-494o542-559i579-602o622-638i650-672o	6	348-370,385-407,469-491,538-560,579-601,649-671	5	i352-374o389-406i470-492o582-604i648-670o
IPI00385124	"TRPM1 transient receptor potential cation channel, subfamily M, member 1"	Transporters	Channels;Voltage_gated_ion_channels;TRP_channels	Valid	9	0	o526-545i748-766o831-850i862-878o898-916i928-946o966-987i1050-1075o1106-1124i	6	841-863,898-920,926-948,960-982,1057-1079,1105-1127	6	o831-850i898-920o935-953i966-988o1053-1075i1105-1122o
